"title","feedUrl","htmlUrl"
"Doing History Digitally","http://kathryntomasek.wordpress.com/feed/","http://kathryntomasek.wordpress.com/"
"Katina Rogers","http://katinarogers.com/feed/","http://katinarogers.com/"
"Kevin Kee » Blog","http://kevinkee.ca/blog/feed/","http://kevinkee.ca/"
"Kirstyn Leuner | Digital Romanticisms","http://kirstynleuner.wordpress.com/feed/","http://kirstynleuner.wordpress.com/"
"Katherine McDonough, Historian","http://kmcdono.com/feed/","http://kmcdono.com/"
"Kris Shaffer","http://kris.shaffermusic.com/atom.xml","http://kris.shaffermusic.com/"
"Historical Reminiscents.","http://krista-mccracken.blogspot.com/feeds/posts/default","http://krista-mccracken.blogspot.com/"
"Leeann Hunter, Ph.D.","http://leeannhunter.wordpress.com/feed/","http://leeannhunter.wordpress.com/"
"Center for Digital Scholarship","http://library.brown.edu/cds/blog/","http://library.brown.edu/cds"
"Lincoln Mullen","http://lincolnmullen.com/atom.xml","http://lincolnmullen.com/"
"Mechanick Exercises","http://lmaruca.wordpress.com/feed/","http://lmaruca.wordpress.com/"
"The Proverbial Lone Wolf Librarian's Weblog","http://lonewolflibrarian.wordpress.com/feed/","http://lonewolflibrarian.wordpress.com/"
"loriemerson","http://loriemerson.net/feed/","http://loriemerson.net/"
"Machine Ghost","http://machineghost.wordpress.com/feed/","http://machineghost.wordpress.com/"
"majining.com","http://majining.com/?feed=atom","http://majining.com/"
"Making Maps: DIY Cartography","http://makingmaps.net/feed/","http://makingmaps.net/"
"Map of Early Modern London news feed","http://mapoflondon.uvic.ca/news.rss","http://mapoflondon.uvic.ca/redesign/news.htm"
"Mapping ""The Green Book""","http://mappingthegreenbook.tumblr.com/rss","http://mappingthegreenbook.tumblr.com/"
"Marc Parry","http://marcparry.org/","http://marcparry.org/"
"Work Product","http://mattwilkens.com/feed/","http://mattwilkens.com/"
"Techist: A Blog about Technology, History and Teaching","http://mcclurken.blogspot.com/feeds/posts/default","http://mcclurken.blogspot.com/"
"Half Open Notebook","http://mebrett.wordpress.com/feed/","http://mebrett.wordpress.com/"
"MediaCommons","http://mediacommons.futureofthebook.org/rss.xml","http://mediacommons.futureofthebook.org/"
"Digital Ethnography » news","http://mediatedcultures.net/category/news/feed/","http://mediatedcultures.net/"
"Melissa Terras' Blog","http://melissaterras.blogspot.com/feeds/posts/default","http://melissaterras.blogspot.com/"
"Memex 1.1","http://memex.naughtons.org/feed","http://memex.naughtons.org/"
"metaLAB (at) Harvard","http://metalab.harvard.edu/feed/","http://metalab.harvard.edu/"
"CHAT -- Collaborative for Humanities, Art, and Technology","http://miamichat.wordpress.com/feed/","http://miamichat.wordpress.com/"
"Mike Frangos","http://mikefrangos.com/feed/","http://mikefrangos.com/"
"Miscellany is the Largest Category","http://misc.wordherders.net/?feed=rss2","http://misc.wordherders.net/"
"Maryland Institute for Technology in the Humanities","http://mith.umd.edu/feed/","http://mith.umd.edu/"
"Comments on:","http://mkgold.net/blog/feed/","http://mkgold.net/"
"Matthew G. Kirschenbaum","http://mkirschenbaum.wordpress.com/feed/","http://mkirschenbaum.wordpress.com/"
"Molly Kleinman","http://mollykleinman.com/feed/","http://mollykleinman.com/"
"More or Less Bunk","http://moreorlessbunk.wordpress.com/feed/","http://moreorlessbunk.wordpress.com/"
"Muckle Ado","http://muckleado.com/feed/","http://muckleado.com/"
"Thaibhsí i Measc Muid","http://mythicalbrit.wordpress.com/feed/","http://mythicalbrit.wordpress.com/"
"Works Cited","http://nataliacecire.blogspot.com/feeds/posts/default","http://nataliacecire.blogspot.com/"
"NEW SAVANNA","http://new-savanna.blogspot.com/feeds/posts/default","http://new-savanna.blogspot.com/"
"Nick Blackbourn","http://nickblackbourn.com/feed/","http://nickblackbourn.com/"
"Post Position","http://nickm.com/post/feed/","http://nickm.com/post"
"natural language processing blog","http://nlpers.blogspot.com/feeds/posts/default","http://nlpers.blogspot.com/"
"Northwest History","http://northwesthistory.blogspot.com/feeds/posts/default","http://northwesthistory.blogspot.com/"
"Open Electronic Publishing","http://oep.hypotheses.org/feed","http://oep.hypotheses.org/"
"OKKULT Motion Pictures","http://okkultmotionpictures.tumblr.com/rss","http://okkultmotionpictures.tumblr.com/"
"Omeka","http://omeka.org/feed/","http://omeka.org/"
"OPEN REFLECTIONS","http://openreflections.wordpress.com/feed/","http://openreflections.wordpress.com/"
"Lorcan Dempsey's Weblog","http://orweblog.oclc.org/index.rdf","http://orweblog.oclc.org/"
"From Page2Pixel","http://page2pixel.org/feed/","http://page2pixel.org/"
"parezco y digo","http://parezcoydigo.wordpress.com/","http://parezcoydigo.wordpress.com/"
"Au Courant","http://paulcourant.net/feed/","http://paulcourant.net/"
"Victoria's Lost Pavilion","http://pavilion.wordpress.ncsu.edu/feed/","http://pavilion.wordpress.ncsu.edu/"
"Pelagios","http://pelagios-project.blogspot.com/feeds/posts/default","http://pelagios-project.blogspot.com/"
"perspectivesonafrica","http://perspectivesonafrica.wordpress.com/feed/","http://perspectivesonafrica.wordpress.com/"
"Reading the Archive","http://peterwholdsworth.wordpress.com/feed/","http://peterwholdsworth.wordpress.com/"
"Scriptio Continua","http://philomousos.blogspot.com/feeds/posts/default","http://philomousos.blogspot.com/"
"Planet Code4Lib","http://planet.code4lib.org/rss20.xml","http://planet.code4lib.org/"
"Prestidigitation","http://prestidigitation.commons.gc.cuny.edu/feed/","http://prestidigitation.commons.gc.cuny.edu/"
"Prove Yourself Wrong","http://proveyourselfwrong.wordpress.com/feed/","http://proveyourselfwrong.wordpress.com/"
"Public Historian","http://publichistorian.wordpress.com/feed/","http://publichistorian.wordpress.com/"
"Quantifying Memory","http://quantifyingmemory.blogspot.com/feeds/posts/default?alt=rss","http://quantifyingmemory.blogspot.com/"
"Blog","http://quinndombrowski.com/blog/feed","http://quinndombrowski.com/blog"
"William G. Thomas III","http://railroads.unl.edu/blog/?feed=rss2","http://railroads.unl.edu/blog"
"RepositoryMan","http://repositoryman.blogspot.com/feeds/posts/default","http://repositoryman.blogspot.com/"
"Scott Rettberg","http://retts.net/index.php/feed/","http://retts.net/"
"signals under tests","http://rickygraham.com/feed/","http://rickygraham.com/"
"Feed:  » JIM RIDOLFO","http://rid.olfo.org/feed/","http://rid.olfo.org/"
"Roisin O'Brien","http://roisinobrien.com/?feed=rss","http://roisinobrien.com/"
"Roopika Risam","http://roopikarisam.com/feed/","http://roopikarisam.com/"
"Sapping Attention","http://sappingattention.blogspot.com/feeds/posts/default","http://sappingattention.blogspot.com/"
"scottkleinman.net","http://scottkleinman.net/feed/","http://scottkleinman.net/"
"Liberal Apologetics","http://scotttimcke.blogspot.com/feeds/posts/default","http://scotttimcke.blogspot.com/"
"sculpturalthings","http://sculpturalthings.com/feed","http://sculpturalthings.com/"
"Digital & Public History","http://sergenoiret.blogspot.com/feeds/posts/default","http://sergenoiret.blogspot.com/"
"History of the Future","http://sergeterbraake.blogspot.com/feeds/posts/default","http://sergeterbraake.blogspot.com/"
"And a Laser in My Shoe","http://sgillies.net/blog/recent.atom","http://sgillies.net/blog/"
"When the Data hits the Fan!","http://simon-tanner.blogspot.com/feeds/posts/default","http://simon-tanner.blogspot.com/"
"Stéfan Sinclair","http://stefansinclair.name/feed/","http://stefansinclair.name/"
"Steven E. Jones","http://stevenejones.org/feed/","http://stevenejones.org/"
"On public humanities","http://stevenlubar.wordpress.com/feed/","http://stevenlubar.wordpress.com/"
"Stillwater Historians","http://stillwaterhistorians.com/?feed=rss","http://stillwaterhistorians.com/"
"Stuart Dunn's Blog","http://stuartdunn.wordpress.com/feed/","http://stuartdunn.wordpress.com/"
"Digital Approaches to Boston Culture: Curating the Legacy of Mayor James M. Curley","http://studio.wit-mccs.org/curleyproject/feed/","http://studio.wit-mccs.org/curleyproject"
"stunlaw","http://stunlaw.blogspot.com/feeds/posts/default","http://stunlaw.blogspot.com/"
"Submitted For Your Perusal","http://submittedforyourperusal.com/","http://submittedforyourperusal.com/"
"Sue Thomas","http://suethomasnet.wordpress.com/feed/","http://suethomasnet.wordpress.com/"
"suffen.us","http://suffenus.wordpress.com/feed/","http://suffenus.wordpress.com/"
"Spencer W. Roberts","http://swroberts.ca/feed/","http://swroberts.ca/"
"Browse Past Blog Posts","http://teachinghistory.org/feeds/blog/feed","http://teachinghistory.org/nhec-blog"
"The Stone and the Shell","http://tedunderwood.com/feed/","http://tedunderwood.com/"
"Networks & The Liberal Arts","http://telombardi.wordpress.com/feed/","http://telombardi.wordpress.com/"
"The Aporetic","http://theaporetic.com/?feed=rss2","http://theaporetic.com/"
"The Cultural Heritage Web","http://theculturalheritageweb.wordpress.com/feed/","http://theculturalheritageweb.wordpress.com/"
"jarah moesch | jarah moesch","http://thejarahtree.com/feed/","http://thejarahtree.com/"
"This Morning is History","http://thismorningishistory.wordpress.com/feed/","http://thismorningishistory.wordpress.com/"
"The Transducer","http://transducer.ontoligent.com/?feed=rss2","http://transducer.ontoligent.com/"
"triproftri","http://triproftri.wordpress.com/feed/","https://triproftri.wordpress.com/"
"Michael Ullyot","http://ullyot.ucalgaryblogs.ca/feed/","http://ullyot.ucalgaryblogs.ca/"
"UrbanHumanist","http://urbanhumanist.org/feed/","http://urbanhumanist.org/"
"W. Caleb McDaniel","http://wcm1.web.rice.edu/feed.xml","http://wcm1.web.rice.edu/"
"William J Turkel » Blog","http://williamjturkel.net/updates/feed/","http://williamjturkel.net/"
"The Fish Wrapper","http://wrapping.marthaburtis.net/feed/","http://wrapping.marthaburtis.net/"
"Writing History in the Digital Age » Blog","http://writinghistory.trincoll.edu/blog/feed/","http://writinghistory.trincoll.edu/"
"Abstractualized","http://www.abstractualized.com/feeds/posts/default?alt=rss","http://www.abstractualized.com/"
"thickbook.com » Blog","http://www.academicsandbox.com/blog/?feed=rss2","http://www.thickbook.com/"
"All Things Pedagogical","http://www.allthingspedagogical.blogspot.com/","http://allthingspedagogical.blogspot.com/"
"[ AOS ] Art is Open Source","http://www.artisopensource.net/feed/","http://www.artisopensource.net/network/artisopensource"
"Babylon Is Burning","http://www.babylonisburning.net/?feed=rss2","http://www.babylonisburning.net/"
"Brian Sarnacki","http://www.briansarnacki.com/feed/","http://www.briansarnacki.com/"
"Collin Gifford Brooke","http://www.cgbrooke.net/feed/atom/","http://www.cgbrooke.net/"
"CNI: Coalition for Networked Information » » CNI News","http://www.cni.org/news/feed/","http://www.cni.org/"
"Christopher P. Long","http://www.cplong.org/feed","http://www.cplong.org/"
"CraigBellamy.net(.au)","http://www.craigbellamy.net/feed/","http://www.craigbellamy.net/"
"David Patrick McKenzie","http://www.davidmckenzie.info/musings/feed/","http://www.davidmckenzie.info/musings"
"dean terry","http://www.deanterry.com/rss","http://www.deanterry.com/"
"Digital Byzantinist","http://www.digitalbyzantinist.org/atom.xml","http://www.digitalbyzantinist.org/"
"WordPress News","http://www.digitalcommunitas.wordpress.org/feed/","https://wordpress.org/news"
"Digital Medievalist","http://www.digitalmedievalist.org/atom.xml","http://digitalmedievalist.wordpress.com/"
"Digital Media & Learning Competition","http://www.dmlcompetition.net/Blog/feed/","http://dmlcompetition.net/Blog"
"Edition Open Access","http://www.edition-open-access.de/rss.xml","http://www.edition-open-access.de/"
"eHistory","http://www.ehistory.org/blog/rss.xml","http://www.ehistory.org/blog/"
"The History Shack","http://www.historyshack.org/feed/","http://historyshack.org/"
"Solvitur ambulando","http://www.ibiblio.org/bess/?feed=rss2","http://www.ibiblio.org/bess"
"Inside Higher Ed | Blog U","http://www.insidehighered.com/blogs/feed/College%20Ready%20Writing","https://www.insidehighered.com/blogs/feed/College%20Ready%20Writing"
"JamesGottlieb","http://www.jamesgottlieb.com/feed/","http://www.jamesgottlieb.com/"
"The Journal of Electronic Publishing","http://www.journalofelectronicpublishing.org/longfeed.xml","http://www.journalofelectronicpublishing.org/"
"Kari Kraus","http://www.karikraus.com/?feed=rss2","http://www.karikraus.com/"
"Katherine Holt","http://www.katherineholt.org/feed/","http://www.katherineholt.org/"
"Knight Foundation Main Feed","http://www.knightfoundation.org/rss/","http://www.knightfoundation.org/"
"The Thingology Blog","http://www.librarything.com/blogs/thingology/feed/atom/","http://blog.librarything.com/thingology"
"Lillian Cohen-Moore","http://www.lilliancohenmoore.com/feed/","http://www.lilliancohenmoore.com/"
"Lot 49","http://www.lotfortynine.org/feed/","http://www.lotfortynine.org/"
"Matthew L. Jockers","http://www.matthewjockers.net/feed/","http://www.matthewjockers.net/"
"Parerga und Paralipomena","http://www.michelepasin.org/blog/feed/","http://michelepasin.org/blog"
"Wasting Gold Paper","http://www.mollydesjardin.com/blog/feed/","http://www.mollydesjardin.com/blog"
"National Endowment for the Humanities","http://www.neh.gov/divisions/odh/rss_news.xml","http://www.neh.gov/"
"NINES","http://www.nines.org/news/?feed=rss2","http://www.nines.org/news"
"NYPL Blogs: Posts by Doug Reside","http://www.nypl.org/blog_author_feed/996","http://www.nypl.org/blog/author/996"
"The New York Public Library blogs","http://www.nypl.org/blog/feed","http://www.nypl.org/blog"
"Paul Arthur","http://www.paularthur.com/feed/","http://www.paularthur.com/"
"ThinkShop","http://www.pauldoolan.com/feeds/posts/default","http://www.pauldoolan.com/"
"The Digital Dialogue","http://www.personal.psu.edu/cpl2/blogs/digitaldialogue/index.xml","http://www.personal.psu.edu/cpl2/blogs/digitaldialogue/"
"Planned Obsolescence","http://www.plannedobsolescence.net/feed/","http://www.plannedobsolescence.net/"
"PRDL News","http://www.prdl.org/rss/rss_news.php","http://www.prdl.org/"
"Ecclesiastical Proust Archive","http://www.proustarchive.org/","http://proustarchive.org/"
"Robin Camille Davis / Blog","http://www.robincamille.com/feed/","http://www.robincamille.com/"
"Scholars' Lab","http://www.scholarslab.org/feed/","http://scholarslab.org/"
"Simon Lindgren","http://www.simonlindgren.com/","http://www.simonlindgren.com/"
"S+R Blog","http://www.sr.ithaka.org/blogfeeds","http://www.sr.ithaka.org/blog"
"The Stoa Consortium","http://www.stoa.org/feed","http://www.stoa.org/"
"Managing My Impression","http://www.tdbowman.com/?feed=rss2","http://www.tdbowman.com/"
"http://www.technaverbascripta.wordpress.com/?feed=rss","http://www.technaverbascripta.wordpress.com/?feed=rss","http://technaverbascripta.wordpress.com/"
"Text Creation Partnership","http://www.textcreationpartnership.org/feed/","http://www.textcreationpartnership.org/"
"T N T :  The Network Thinkers","http://www.thenetworkthinkers.com/feeds/posts/default","http://www.thenetworkthinkers.com/"
"Timothy J. Welsh","http://www.timothyjwelsh.com/feed/","http://www.timothyjwelsh.com/"
"University of Virginia Press","http://www.upress.virginia.edu/feed/","http://www.upress.virginia.edu/"
"Wonders & Marvels","http://www.wondersandmarvels.com/feed","http://www.wondersandmarvels.com/"
"Yellow Dog","http://www.ydog.net","http://ydog.net/"
"Zotero","http://www.zotero.org/blog/feed/","http://www.zotero.org/blog"
"Medium Cool","http://wythoff.net/feed/","http://wythoff.net/"
"Star Thrower","http://ywonderland.wordpress.com/feed/","http://ywonderland.wordpress.com/"
"Zach Coble","http://zachcoble.com/feed.xml","http://zachcoble.com/"
"Wikimedia UK Blog","https://blog.wikimedia.org.uk/feed/","https://blog.wikimedia.org.uk/"
"The CNDLS Blog","https://blogs.commons.georgetown.edu/cndls/feed/","https://blogs.commons.georgetown.edu/cndls"
"Computers for the Classics","https://c4tc.wordpress.com/feed/","http://c4tc.wordpress.com/"
"Digital Humanities at Stanford","https://digitalhumanities.stanford.edu/rss.xml","https://digitalhumanities.stanford.edu/"
"Elwin's Weblog","https://elwin.wordpress.com/feed/","https://elwin.wordpress.com/"
"Manuscripts and Machines","https://people.stanford.edu/widner/rss.xml","https://people.stanford.edu/widner"
"musingfrommanchester","http://musingfrommanchester.com/feed","http://musingfrommanchester.com/"
"Carl Stahmer, PhD","http://www.carlstahmer.com/feed","http://www.carlstahmer.com/"
"Everyday Analysis","http://www.everydayanalysis.com/rss","http://www.everydayanalysis.com/"
"RSS Feed","http://www.jessestommel.com/blog/files/feed.xml","http://www.jessestommel.com/index.html"
"Michael J. Kramer » Michael J. Kramer | Michael J. Kramer","http://www.michaeljkramer.net/cr/?feed=rss2","http://www.michaeljkramer.net/cr"
"Words in Space","http://www.wordsinspace.net/wordpress/feed/","http://www.wordsinspace.net/wordpress"
"A Wee Blether","http://feeds.feedburner.com/adamjcopeland","http://www.adamjcopeland.com/"
"Stephen Ramsay","http://stephenramsay.us/atom.xml","http://example.com/"
"Jonathan Reeve","http://jonreeve.com/feed.xml","http://jonreeve.com/"
"Africa Past & Present » Podcast Feed","http://afripod.aodl.org/feed/podcast/","http://afripod.aodl.org/"
"Six degrees of spaghetti monsters","http://spaghetti-os.blogspot.com/feeds/posts/default?alt=rss","http://spaghetti-os.blogspot.com/"
"Cultural Heritage Informatics Initiative » Blog","http://chi.anthropology.msu.edu/blog/feed/","http://chi.anthropology.msu.edu/"
"Roy Rosenzweig Center for History and New Media","http://chnm.gmu.edu/feeds/","http://chnm.gmu.edu/"
".txtLAB @ mcgill » .txtLAB @ mcgill | .txtLAB @ mcgill","http://txtlab.org/?feed=rss2","http://txtlab.org/"
"Kris Shaffer","http://kris.shaffermusic.com/feed.xml","http://kris.shaffermusic.com/"
"Daniel Paul O'Donnell","http://people.uleth.ca/~daniel.odonnell/atom","http://people.uleth.ca/~daniel.odonnell/"
"Lewis & Ruth Sherman Centre","http://scds.ca/feed/","http://scds.ca/"
"Anelise H. Shrout » Blog","http://www.anelisehshrout.com/blog/feed/","http://www.anelisehshrout.com/"
"Starting from Scratch?","http://dh2015.shroutdocs.org/feed/","http://dh2015.shroutdocs.org/"
"Latest updates","http://ctext.org/rss.pl?if=en&board=1&limit=en&scope=new","http://ctext.org/"
"Digital Humanities","http://www.dh.uni-leipzig.de/wo/feed/","http://www.dh.uni-leipzig.de/wo"
